Searchword,API,URL,Title,Summary,Article,Title_Sentiment,Title_Positive,Title_Neutral,Title_Negative,Article_Sentiment,Article_Positive,Article_Neutral,Article_Negative,Verified,Language,NER,Topics,Date,Source,key
London Stock Exchange,Google API,https://www.reuters.com/world/uk/london-stock-exchange-strong-financial-position-ceo-schwimmer-says-2021-07-02/,London Stock Exchange confident Refinitiv deal will deliver,The LSE's acquisition of Refinitiv turned the exchange into the second largest financial data company after Bloomberg LP. In March LSE shares tumbled from ...,The LSE's acquisition of Refinitiv turned the exchange into the second largest financial data company after Bloomberg LP. In March LSE shares tumbled from ...,positive,0.67,0.33,0.0,neutral,0.01,0.95,0.04,True,English,,,2021-07-03,reuters.com,
London Stock Exchange,Google API,https://nairametrics.com/2021/07/05/seplat-to-host-capital-markets-event-at-the-london-stock-exchange/,SEPLAT to host capital markets event at the London Stock Exchange,"Seplat Energy Plc, a leading Nigerian energy company dual-listed on the Nigerian Exchange and London Stock Exchange will host a capital markets event at ...","Seplat Energy Plc, a leading Nigerian energy company dual-listed on the Nigerian Exchange and London Stock Exchange will host a capital markets event at ...",neutral,0.12,0.86,0.02,neutral,0.05,0.95,0.0,True,English,,,2021-07-05,nairametrics.com,
London Stock Exchange,Google API,https://www.cityam.com/private-equity-firm-bridgepoint-confirms-plans-to-float-on-london-stock-exchange/,Private equity firm Bridgepoint confirms plans to float on ...,The move marks a rare entrance into private markets for a private equity firm and will place Bridgepoint alongside London-listed 3i group. “Over the last 30 years ...,The move marks a rare entrance into private markets for a private equity firm and will place Bridgepoint alongside London-listed 3i group. “Over the last 30 years ...,neutral,0.02,0.97,0.01,neutral,0.04,0.96,0.0,True,English,,,2021-07-06,cityam.com,
London Stock Exchange,Google API,https://www.baystreet.ca/globalmarkets/2926/England-Makes-It-Easier-For-Companies-To-List-On-The-London-Stock-Exchange,England Makes It Easier For Companies To List On The ...,England's financial watchdog is making it easier for technology companies to list shares on the London Stock Exchange. To strengthen London's ability to ...,England's financial watchdog is making it easier for technology companies to list shares on the London Stock Exchange. To strengthen London's ability to ...,positive,0.98,0.02,0.0,positive,0.82,0.17,0.01,True,English,,,2021-07-05,baystreet.ca,
London Stock Exchange,Google API,https://www.buildersmerchantsjournal.net/lords-trading-group-aims-to-list-on-london-stock-exchange/,Lords Trading Group aims to list on London Stock Exchange,,Lords Trading Group aims to list on London Stock Exchange,neutral,0.01,0.99,0.0,neutral,0.01,0.99,0.0,True,English,,,2021-07-06,buildersmerchantsjournal.net,
London Stock Exchange,Google API,https://www.euronews.com/2021/07/05/uk-hydrogenonecapital-ipo,INEOS backs HydrogenOne London listing plans,By Ron Bousso and Huw Jones. LONDON – HydrogenOne Capital Growth said on Monday it plans to list on the London Stock Exchange to raise 250 million ...,By Ron Bousso and Huw Jones. LONDON – HydrogenOne Capital Growth said on Monday it plans to list on the London Stock Exchange to raise 250 million ...,neutral,0.01,0.98,0.01,neutral,0.1,0.88,0.02,True,English,,,2021-07-05,euronews.com,
London Stock Exchange,Google API,https://www.autocarpro.in/news-international/saietta-group-looks-to-accelerate-growth--to-list-on-london-stock-exchange-79522,"Saietta Group looks to accelerate growth, to list on London ...","... has announced its listing on the London Stock Exchange's AIM market, raising expected gross proceeds of 37.5 million pounds sterling (Rs 340 crore) with an ...","... has announced its listing on the London Stock Exchange's AIM market, raising expected gross proceeds of 37.5 million pounds sterling (Rs 340 crore) with an ...",positive,0.82,0.17,0.01,negative,0.0,0.41,0.59,True,English,,,2021-07-05,autocarpro.in,
London Stock Exchange,PyNews API,https://www.reuters.com/article/lse-data-reuters-idUSL5N2OE2RA,London Stock Exchange says in 'good' talks with Reuters over news agreement - Reuters,"The London Stock Exchange Group said on Friday it was having a ""good ongoing discussion"" with Reuters News over their agreement to distribute news content.","By Reuters StaffLONDON, July 2 (Reuters) - The London Stock Exchange Group said on Friday it was having a good ongoing discussion with Reuters News over their agreement to distribute news content.… [+516 chars]",positive,0.78,0.18,0.04,positive,0.73,0.1,0.17,True,English,,,2021-07-02,reuters.com,
London Stock Exchange,PyNews API,https://www.reuters.com/article/uk-lse-data-idUSKCN2E81AG,"London Stock Exchange in 'strong financial position', CEO Schwimmer says - Reuters","The London Stock Exchange Group is in a strong financial position with integration of the $27 billion Refinitiv data and analytics company it bought in January on track, Chief Executive David Schwimmer said on Friday.","The London Stock Exchange Group is in a strong financial position with integration of the $27 billion Refinitiv data and analytics company it bought in January on track, Chief Executive David Schwimmer said on Friday.",neutral,0.0,1.0,0.0,neutral,0.0,0.99,0.01,True,English,,,2021-07-02,reuters.com,
London Stock Exchange,PyNews API,https://www.reuters.com/world/uk/london-stock-exchange-strong-financial-position-ceo-schwimmer-says-2021-07-02/,"London Stock Exchange in 'strong financial position', CEO Schwimmer says - Reuters UK","The London Stock Exchange Group <a href="""" target=""_blank"">(LSEG.L)</a> is in a strong financial position with integration of the $27 billion Refinitiv data and analytics company it bought in January on track, Chief Exe…","The London Stock Exchange Group <a href="""" target=""_blank"">(LSEG.L)</a> is in a strong financial position with integration of the $27 billion Refinitiv data and analytics company it bought in January on track, Chief Exe…",neutral,0.0,1.0,0.0,neutral,0.0,0.99,0.01,True,English,,,2021-07-02,reuters.com,
London Stock Exchange,PyNews API,https://www.reuters.com/world/uk/hydrogenone-plans-london-listing-invest-hydrogen-projects-2021-07-05/,HydrogenOne plans London listing to invest in hydrogen projects - Reuters UK,HydrogenOne Capital Growth plc said on Monday it plans to list on the London Stock Exchange to raise 250 million pounds  ($345.85 million) for investing in clean hydrogen projects.,"LONDON, July 5 (Reuters) - HydrogenOne Capital Growth plc said on Monday it plans to list on the London Stock Exchange to raise 250 million pounds ($345.85 million) for investing in clean hydrogen pr… [+1249 chars]",neutral,0.01,0.99,0.0,neutral,0.16,0.84,0.0,True,English,,,2021-07-02,reuters.com,
London Stock Exchange,PyNews API,https://www.reuters.com/business/london-wises-up-fintech-help-secure-post-brexit-floats-2021-07-06/,London wises up on fintech to help secure post-Brexit floats - Reuters,"Britain's future as a hub for fintech in the wake of Brexit faces a crucial test this week with the London Stock Exchange listing of cross-border payments firm Wise <a href=""-WISE.L"" target=""_blank"">(IPO-WISE.L)</a>.","Britain's future as a hub for fintech in the wake of Brexit faces a crucial test this week with the London Stock Exchange listing of cross-border payments firm Wise <a href=""-WISE.L"" target=""_blank"">(IPO-WISE.L)</a>.",neutral,0.35,0.65,0.0,neutral,0.36,0.63,0.01,True,English,,,2021-07-02,reuters.com,
London Stock Exchange,PyNews API,https://www.reuters.com/article/uk-britain-stocks-idUSKCN2EB0GI,Morrisons lifts London mid-caps as virus fears weigh - Reuters,"British mid-caps rose on Monday, led by gains in heavyweight mining stocks and supermarket chain Morrisons, while investors looked past rising local coronavirus infections as the UK prepared to ease its lockdown.","By Reuters StaffFILE PHOTO: A man shelters under an umbrella as he walks past the London Stock Exchange in London, Britain, August 24, 2015. REUTERS/Suzanne Plunkett/File Photo(Reuters) - British… [+1011 chars]",negative,0.0,0.08,0.92,neutral,0.0,1.0,0.0,True,English,,,2021-07-02,reuters.com,
London Stock Exchange,PyNews API,https://www.reuters.com/world/uk/uk-aims-strengthen-london-global-financial-centre-2021-07-01/,Factbox: UK aims to strengthen London as a global financial centre - Reuters,"Britain's finance ministry set out reforms to capital markets on Thursday to sharpen the City of London's global attraction after leaving the European Union. <a href=""/world/uk/britains-sunak-promises-sharpen-city-londons-competitive-edge-2021-06-30/""> read m…","Britain's finance ministry set out reforms to capital markets on Thursday to sharpen the City of London's global attraction after leaving the European Union. <a href=""/world/uk/britains-sunak-promises-sharpen-city-londons-competitive-edge-2021-06-30/""> read m…",neutral,0.09,0.91,0.0,neutral,0.0,1.0,0.0,True,English,,,2021-07-02,reuters.com,
London Stock Exchange,PyNews API,https://amp.theguardian.com/business/2021/jul/07/fintech-firm-wise-valued-above-8bn-on-stock-market-debut,Fintech firm Wise valued above £8bn on stock market debut,"Largest-ever flotation of a UK tech company boosts London’s hopes of attracting more listingsWise has made a strong stock market debut giving the international payments firm a valuation of more than £8bn, making it the largest-ever listing of a UK tech compan…","Largest-ever flotation of a UK tech company boosts London’s hopes of attracting more listingsWise has made a strong stock market debut giving the international payments firm a valuation of more than £8bn, making it the largest-ever listing of a UK tech compan…",positive,0.79,0.21,0.0,neutral,0.02,0.97,0.01,True,English,,,2021-07-02,amp.theguardian.com,
London Stock Exchange,PyNews API,https://amp.theguardian.com/environment/2021/jul/05/jim-ratcliffe-ineos-clean-hydrogen-fund-uk-float-hydrogenone-capital-growth,Jim Ratcliffe’s Ineos backs ‘clean’ hydrogen fund planning UK float,Chemicals company to invest at least £25m in HydrogenOne Capital Growth as it targets green economyThe chemicals company owned by Sir Jim Ratcliffe has agreed to become a cornerstone investor in a new “clean” hydrogen fund that plans to list on the London Sto…,Chemicals company to invest at least £25m in HydrogenOne Capital Growth as it targets green economyThe chemicals company owned by Sir Jim Ratcliffe has agreed to become a cornerstone investor in a new “clean” hydrogen fund that plans to list on the London Sto…,positive,0.74,0.26,0.0,neutral,0.08,0.92,0.0,True,English,,,2021-07-02,amp.theguardian.com,
London Stock Exchange,PyNews API,https://www.reuters.com/world/uk/morrisons-lifts-london-mid-caps-virus-fears-weigh-2021-07-05/,Morrisons lifts London mid-caps as virus fears weigh - Reuters UK,"British mid-caps rose on Monday, led by gains in heavyweight mining stocks and supermarket chain Morrisons, while investors looked past rising local coronavirus infections as the UK prepared to ease lockdowns.","A man shelters under an umbrella as he walks past the London Stock Exchange in London, Britain, August 24, 2015. REUTERS/Suzanne Plunkett/File PhotoJuly 5 (Reuters) - British mid-caps rose on Monday,… [+2000 chars]",negative,0.0,0.14,0.86,neutral,0.0,1.0,0.0,True,English,,,2021-07-02,reuters.com,
London Stock Exchange,PyNews API,https://www.reuters.com/article/us-europe-stocks-idUSKCN2EB1DP,Strong business activity lifts European shares; London mid-caps at record high - Reuters,"Upbeat eurozone business activity saw European shares reverse session losses on Monday, leaving them just about half a percent away from all-time peaks, while a nearly 12% surge in Morrisons sent London mid-caps to record highs.","Upbeat eurozone business activity saw European shares reverse session losses on Monday, leaving them just about half a percent away from all-time peaks, while a nearly 12% surge in Morrisons sent London mid-caps to record highs.",neutral,0.01,0.99,0.0,negative,0.02,0.41,0.57,True,English,,,2021-07-02,reuters.com,
London Stock Exchange,PyNews API,https://www.reuters.com/world/uk/ftse-100-slips-covid-19-cases-jump-2021-06-30/,FTSE 100 slips as COVID-19 cases jump - Reuters,"London's FTSE 100 slipped on Wednesday over concerns that a recent jump in coronavirus infections in the UK could hinder the pace of economic growth, taking the shine off what is likely to be a fifth straight month of gains for the blue-chip index.","London's FTSE 100 slipped on Wednesday over concerns that a recent jump in coronavirus infections in the UK could hinder the pace of economic growth, taking the shine off what is likely to be a fifth straight month of gains for the blue-chip index.",neutral,0.0,0.99,0.01,negative,0.06,0.24,0.7,True,English,,,2021-07-02,reuters.com,
London Stock Exchange,Bing API,https://news.err.ee/1608270204/wise-worth-9-3-billion-on-london-stock-exchange-debut,Wise worth €9.3 billion on London Stock Exchange debut,,Wise worth €9.3 billion on London Stock Exchange debut,positive,0.74,0.24,0.02,positive,0.74,0.24,0.02,True,English,,,2021-07-07,news.err.ee,
London Stock Exchange,Bing API,https://www.fool.co.uk/investing/2021/07/07/should-i-buy-wise-shares-following-its-new-listing/,Should I buy Wise shares following its new listing?,The London-based fintech firm decided to use a direct listing on the London Stock Exchange rather than a more common IPO. According to co-founder and CEO Kristo Käärman a direct listing allows for a “cheaper and more transparent way to broaden Wise’s ...,The London-based fintech firm decided to use a direct listing on the London Stock Exchange rather than a more common IPO. According to co-founder and CEO Kristo Käärman a direct listing allows for a “cheaper and more transparent way to broaden Wise’s ...,positive,0.82,0.15,0.03,positive,0.65,0.33,0.02,True,English,,,2021-07-07,fool.co.uk,
London Stock Exchange,Bing API,https://www.msn.com/en-us/sports/other/listing-on-the-lse-allows-us-to-enter-the-global-capital-market-wise-ceo/vi-AALSpA6,Listing on the LSE allows us to enter the global capital market: Wise CEO,"Kristo Käärmann, CEO at WISE, discusses going public on the London Stock Exchange. All Pacers on FanNation Like us on Facebook to see similar stories Please give an overall site rating:","Kristo Käärmann, CEO at WISE, discusses going public on the London Stock Exchange. All Pacers on FanNation Like us on Facebook to see similar stories Please give an overall site rating:",positive,0.63,0.35,0.02,neutral,0.08,0.88,0.04,True,English,,,2021-07-07,msn.com,
London Stock Exchange,Bing API,https://www.investorideas.com/CO/AUN/news/2021/07071Virginius-Mine.asp,Mining Stock News: Aurcana (TSXV: AUN) (OTC: AUNFF) Provides Initial Assay Results and a Restart Progress Update for Its Revenue Virginius Mine,2 Silver equivalent is based on the 2Q 2021 average London prices of Ag US$26.6387/oz ... Neither the TSX Venture Exchange nor its Regulation Services Provider (as that term is defined in the policies of the TSX Venture Exchange) accepts responsibility ...,2 Silver equivalent is based on the 2Q 2021 average London prices of Ag US$26.6387/oz ... Neither the TSX Venture Exchange nor its Regulation Services Provider (as that term is defined in the policies of the TSX Venture Exchange) accepts responsibility ...,neutral,0.01,0.98,0.01,negative,0.0,0.36,0.64,True,English,,,2021-07-07,investorideas.com,
London Stock Exchange,Bing API,https://www.malaymail.com/news/money/2021/07/07/uk-fintech-firm-wise-makes-8b-london-market-debut/1988092,UK fintech firm Wise makes £8b London market debut,"British financial technology firm Wise listed today on the London stock market, valued at £8 billion (RM46 billion) in a key post-Brexit boost for the sector. The global money transfer specialist launched at £8.","British financial technology firm Wise listed today on the London stock market, valued at £8 billion (RM46 billion) in a key post-Brexit boost for the sector. The global money transfer specialist launched at £8.",neutral,0.04,0.95,0.01,positive,0.61,0.39,0.0,True,English,,,2021-07-07,malaymail.com,
London Stock Exchange,Bing API,https://www.standard.co.uk/business/financial-services/money-transfer-firm-wise-s-ps8-billion-float-breaks-records-for-london-s-biggest-ever-tech-ipo-b944613.html,Money transfer firm Wise’s £8 billion float breaks records for London’s biggest ever tech IPO,"Technology and consumer internet listings accounted for more than 50% of total capital raised through IPOs in the first half of the year, according to the London Stock Exchange.","Technology and consumer internet listings accounted for more than 50% of total capital raised through IPOs in the first half of the year, according to the London Stock Exchange.",neutral,0.18,0.62,0.2,neutral,0.0,0.94,0.06,True,English,,,2021-07-07,standard.co.uk,
London Stock Exchange,Twitter API,Twitter,".Wise goes public on the London Stock Exchange under the ticker symbol ""WISE."" and sporting a valuation of $11 bil…",,".Wise goes public on the London Stock Exchange under the ticker symbol ""WISE."" and sporting a valuation of $11 bil…",positive,0.89,0.11,0.0,positive,0.89,0.11,0.0,True,English,,,2021-07-07,Unknown,
London Stock Exchange,Twitter API,Twitter,"Today, global technology company Wise took their company public via  DirectListing on London Stock Exchange. We a…",,"Today, global technology company Wise took their company public via  DirectListing on London Stock Exchange. We a…",positive,0.57,0.36,0.07,positive,0.57,0.36,0.07,True,English,,,2021-07-07,Unknown,
London Stock Exchange,Twitter API,Twitter,"The more representative and more UK-focussed London Stock Exchange index FTSE 250 is aproaching 23,000. It stands a…",,"The more representative and more UK-focussed London Stock Exchange index FTSE 250 is aproaching 23,000. It stands a…",neutral,0.03,0.93,0.04,neutral,0.03,0.93,0.04,True,English,,,2021-07-07,Unknown,
London Stock Exchange,Twitter API,Twitter,"Wise has begun trading on the London Stock Exchange at £8 per share, valuing the fintech company at £8bn",,"Wise has begun trading on the London Stock Exchange at £8 per share, valuing the fintech company at £8bn",positive,0.45,0.28,0.27,positive,0.45,0.28,0.27,True,English,,,2021-07-07,Unknown,
London Stock Exchange,Twitter API,Twitter,Largest-ever tech listing in UK history as Wise goes public on London Stock Exchange at £8B – UKTN (UK Tech News)…,,Largest-ever tech listing in UK history as Wise goes public on London Stock Exchange at £8B – UKTN (UK Tech News)…,neutral,0.13,0.8,0.07,neutral,0.13,0.8,0.07,True,English,,,2021-07-07,Unknown,
London Stock Exchange,Twitter API,Twitter,Wise PLC has shares admitted to the London Stock Exchange,,Wise PLC has shares admitted to the London Stock Exchange,positive,0.5,0.38,0.12,positive,0.5,0.38,0.12,True,English,,,2021-07-07,Unknown,
London Stock Exchange,Twitter API,Twitter,"markets  Estonia $WISE With today's successful direct listing of Transferwise on the London Stock Exchange, both c…",,"markets  Estonia $WISE With today's successful direct listing of Transferwise on the London Stock Exchange, both c…",neutral,0.44,0.54,0.02,neutral,0.44,0.54,0.02,True,English,,,2021-07-07,Unknown,
London Stock Exchange,Twitter API,Twitter,Wise PLC has admitted shares to the London Stock Exchange,,Wise PLC has admitted shares to the London Stock Exchange,neutral,0.38,0.45,0.17,neutral,0.38,0.45,0.17,True,English,,,2021-07-07,Unknown,
London Stock Exchange,Twitter API,Twitter,"Congratulations to Wise on their direct listing today with London Stock Exchange. Already Turquoise Lit™, Turquois…",,"Congratulations to Wise on their direct listing today with London Stock Exchange. Already Turquoise Lit™, Turquois…",positive,0.96,0.04,0.0,positive,0.96,0.04,0.0,True,English,,,2021-07-07,Unknown,
London Stock Exchange,Twitter API,Twitter,"Wise rises in its debut following a direct listing on the London Stock Exchange, boosting Britain's hopes of becomi…",,"Wise rises in its debut following a direct listing on the London Stock Exchange, boosting Britain's hopes of becomi…",neutral,0.37,0.63,0.0,neutral,0.37,0.63,0.0,True,English,,,2021-07-07,Unknown,
London Stock Exchange,Twitter API,Twitter,Wise starts trading on London Stock Exchange at $11 billion valuation,,Wise starts trading on London Stock Exchange at $11 billion valuation,neutral,0.31,0.64,0.05,neutral,0.31,0.64,0.05,True,English,,,2021-07-07,Unknown,
London Stock Exchange,Twitter API,Twitter,"Fintech giant Wise prepares to go public through a direct listing: London-based fintech company, Wise (formerly kno…",,"Fintech giant Wise prepares to go public through a direct listing: London-based fintech company, Wise (formerly kno…",positive,0.47,0.47,0.06,positive,0.47,0.47,0.06,True,English,,,2021-07-07,Unknown,
Citigroup,Google API,https://www.ft.com/content/fade91ab-df32-44ed-b63e-be2c6cd376cc,Citigroup raises pay for junior investment bankers,"Citigroup is raising the salaries for its junior investment bankers, the latest Wall Street firm to try to improve terms for younger staff after a group of Goldman ...","Citigroup is raising the salaries for its junior investment bankers, the latest Wall Street firm to try to improve terms for younger staff after a group of Goldman ...",neutral,0.06,0.92,0.02,neutral,0.11,0.88,0.01,True,English,,,2021-07-03,ft.com,
Citigroup,Google API,https://www.fnlondon.com/articles/citigroup-increases-junior-banker-pay-as-talent-war-heats-up-20210702,Citigroup increases junior banker pay as talent war heats up,,Citigroup increases junior banker pay as talent war heats up,negative,0.0,0.04,0.96,negative,0.0,0.04,0.96,True,English,,,2021-07-02,fnlondon.com,
Citigroup,Google API,https://www.reuters.com/world/middle-east/citis-corporate-investment-banking-revenue-saudi-nearly-tripled-exec-2021-07-01/,Citi's corporate and investment banking revenue from Saudi ...,"""Citigroup's corporate and investment banking revenues from Saudi Arabia have nearly tripled"" since the bank obtained its CMA License, Shaikh said. ​ He did ...","""Citigroup's corporate and investment banking revenues from Saudi Arabia have nearly tripled"" since the bank obtained its CMA License, Shaikh said. ​ He did ...",neutral,0.1,0.89,0.01,neutral,0.08,0.9,0.02,True,English,,,2021-07-01,reuters.com,
Citigroup,Google API,https://www.news24.com/fin24/companies/citigroup-launches-hiring-spree-in-africa-20210707,Citigroup launches hiring spree in Africa,Citigroup could add close to 100 new employees to its businesses across the African continent as it surges past rivals to reclaim the top spot in arranging debt ...,Citigroup could add close to 100 new employees to its businesses across the African continent as it surges past rivals to reclaim the top spot in arranging debt ...,neutral,0.03,0.9,0.07,negative,0.02,0.3,0.68,True,English,,,2021-07-07,news24.com,
Citigroup,Google API,https://www.fnlondon.com/articles/citigroup-names-new-iberian-investment-bank-bosses-in-latest-shake-up-20210702,Citigroup names new Iberian investment bank bosses in latest ...,,Citigroup names new Iberian investment bank bosses in latest ...,neutral,0.02,0.96,0.02,neutral,0.02,0.96,0.02,True,English,,,2021-07-02,fnlondon.com,
Citigroup,Google API,https://www.thetimes.co.uk/article/parents-should-use-me-as-an-example-says-citigroup-boss-jane-fraser-dn3m87jj5,"Parents should use me as an example, says Citigroup boss ...",,"Parents should use me as an example, says Citigroup boss ...",neutral,0.12,0.83,0.05,neutral,0.12,0.83,0.05,True,English,,,2021-07-02,thetimes.co.uk,
Citigroup,PyNews API,https://www.reuters.com/business/citigroup-raise-base-pay-junior-bankers-memo-2021-07-02/,Citigroup to raise base pay for junior bankers - memo - Reuters,"Citigroup Inc <a href="""" target=""_blank"">(C.N)</a> will lift the base salaries of its junior investment bankers, according to an internal memo seen by Reuters days after media reports of a similar move by rival JPMorgan Ch…","Citigroup Inc <a href="""" target=""_blank"">(C.N)</a> will lift the base salaries of its junior investment bankers, according to an internal memo seen by Reuters days after media reports of a similar move by rival JPMorgan Ch…",neutral,0.01,0.98,0.01,neutral,0.03,0.89,0.08,True,English,,,2021-07-02,reuters.com,
Citigroup,PyNews API,https://www.reuters.com/world/middle-east/citis-corporate-investment-banking-revenue-saudi-nearly-tripled-exec-2021-07-01/,Citi's corporate and investment banking revenue from Saudi nearly tripled-exec - Reuters,"Citigroup's <a href="""" target=""_blank"">(C.N)</a> corporate and investment banking revenue for its Saudi Arabia business has ""nearly tripled"" since returning to the kingdom in 2018, a senior executive said on Thursday.","Citigroup's <a href="""" target=""_blank"">(C.N)</a> corporate and investment banking revenue for its Saudi Arabia business has ""nearly tripled"" since returning to the kingdom in 2018, a senior executive said on Thursday.",neutral,0.02,0.97,0.01,neutral,0.03,0.96,0.01,True,English,,,2021-07-02,reuters.com,
Citigroup,PyNews API,https://www.forbes.com/sites/investor/2021/07/06/how-to-trade-citigroup-jpmorgan-chase-bofa-and-wells-fargo/,"How To Trade Citigroup, JPMorgan Chase, BofA And Wells Fargo","Here are trading strategies for four ""too big to fail"" banks.","gettygettyThe four banks considered too big to failBank of America (BAC), Citigroup (C), JP Morgan Chase (JPM) and Wells Fargo (WFC)had been on the rise since June 18. This came to an end on June… [+2848 chars]",neutral,0.02,0.97,0.01,negative,0.01,0.01,0.98,True,English,,,2021-07-02,forbes.com,
Citigroup,Bing API,https://www.nasdaq.com/articles/citi-c-ups-debt-sales-arranging-ability-with-additional-hiring-2021-07-07,Citi (C) Ups Debt Sales Arranging Ability With Additional Hiring,"Citigroup Inc. C is seeking to fortify its presence across Africa in a bid to expand its debt sales arranging capabilities in the region. In line with this, the company is eyeing to hire additional 100 employees to its businesses, according to a Bloomberg ...","Citigroup Inc. C is seeking to fortify its presence across Africa in a bid to expand its debt sales arranging capabilities in the region. In line with this, the company is eyeing to hire additional 100 employees to its businesses, according to a Bloomberg ...",negative,0.0,0.07,0.93,negative,0.0,0.43,0.57,True,English,,,2021-07-07,nasdaq.com,
Citigroup,Bing API,https://therealdeal.com/miami/2021/07/07/heres-what-tenants-pay-at-downtown-miamis-citigroup-center/,Here’s what tenants pay at Downtown Miami’s Citigroup Center,"Here’s what tenants pay at the 813,000-square foot Citigroup Center in Downtown Miami, which sold for $300 million last month.","Here’s what tenants pay at the 813,000-square foot Citigroup Center in Downtown Miami, which sold for $300 million last month.",neutral,0.0,1.0,0.0,neutral,0.0,0.99,0.01,True,English,,,2021-07-07,therealdeal.com,
Citigroup,Twitter API,Twitter,"Goldman and JPMorgan are shifting their staff to in person, 5 days a week. Rivals like Citigroup are touting flexib…",,"Goldman and JPMorgan are shifting their staff to in person, 5 days a week. Rivals like Citigroup are touting flexib…",negative,0.09,0.24,0.67,negative,0.09,0.24,0.67,True,English,,,2021-07-07,Unknown,
Citigroup,Twitter API,Twitter,"JPMorgan and Goldman are calling employees back to the office. Rivals like Citigroup are touting their flexibility,…",,"JPMorgan and Goldman are calling employees back to the office. Rivals like Citigroup are touting their flexibility,…",positive,0.66,0.07,0.27,positive,0.66,0.07,0.27,True,English,,,2021-07-07,Unknown,
Citigroup,Twitter API,Twitter,$C:New Insider Filing on CITIGROUP INC'sDirectorDIANA L TAYLOR:,,$C:New Insider Filing on CITIGROUP INC'sDirectorDIANA L TAYLOR:,neutral,0.39,0.61,0.0,neutral,0.39,0.61,0.0,True,English,,,2021-07-07,Unknown,
Citigroup,Twitter API,Twitter,"Stock: $C - Citigroup Inc*** NEWS ***Dataminr Acquires WatchKeeper, A Real-time Data Geovisualization Platform fo…",,"Stock: $C - Citigroup Inc*** NEWS ***Dataminr Acquires WatchKeeper, A Real-time Data Geovisualization Platform fo…",neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,,,2021-07-07,Unknown,
Citigroup,Twitter API,Twitter,Here’s what tenants pay at Downtown Miami’s Citigroup Center,,Here’s what tenants pay at Downtown Miami’s Citigroup Center,neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,,,2021-07-07,Unknown,
Citigroup,Twitter API,Twitter,"Author: Mark OlsenAs life in the U.S. inches back to normal, several financial institutions, including Citigroup,…",,"Author: Mark OlsenAs life in the U.S. inches back to normal, several financial institutions, including Citigroup,…",neutral,0.01,0.98,0.01,neutral,0.01,0.98,0.01,True,English,,,2021-07-07,Unknown,
Citigroup,Twitter API,Twitter,Citibank is so bad they even make it hard to close an account  with them Citibank  buyerbeware   dontbankwithCitibank  citi  citigroup,,Citibank is so bad they even make it hard to close an account  with them Citibank  buyerbeware   dontbankwithCitibank  citi  citigroup,negative,0.0,0.0,1.0,negative,0.0,0.0,1.0,True,English,,,2021-07-07,Unknown,
Citigroup,Twitter API,Twitter,"“From the start of 2017 through March, Bank of America, Citigroup, JPMorgan Chase and Wells Fargo cumulatively retu…",,"“From the start of 2017 through March, Bank of America, Citigroup, JPMorgan Chase and Wells Fargo cumulatively retu…",neutral,0.01,0.99,0.0,neutral,0.01,0.99,0.0,True,English,,,2021-07-07,Unknown,
Citigroup,Twitter API,Twitter,| Citigroup launches hiring spree in Africa,,| Citigroup launches hiring spree in Africa,neutral,0.01,0.98,0.01,neutral,0.01,0.98,0.01,True,English,,,2021-07-07,Unknown,
Citigroup,Twitter API,Twitter,Another day another Citibank 'customer' service rep acts like they cant hear you......  citibank  dontbankwithCitibank  citi  citigroup,,Another day another Citibank 'customer' service rep acts like they cant hear you......  citibank  dontbankwithCitibank  citi  citigroup,neutral,0.04,0.81,0.15,neutral,0.04,0.81,0.15,True,English,,,2021-07-07,Unknown,
Citigroup,Twitter API,Twitter,$ORAN [Orange]: Citigroup Downgrades Buy -- is greater than  Neutral charts: courtesy of finviz,,$ORAN [Orange]: Citigroup Downgrades Buy -- is greater than  Neutral charts: courtesy of finviz,neutral,0.1,0.45,0.45,neutral,0.1,0.45,0.45,True,English,,,2021-07-07,Unknown,
Deutsche Bank,PyNews API,https://www.reuters.com/business/deutsche-banks-licence-sponsor-hong-kong-ipos-suspended-source-2021-06-30/,Deutsche Bank's licence to sponsor Hong Kong IPOs suspended - source - Reuters,"Deutsche Bank (DBKGn.DE) will be unable to sponsor initial public offerings (IPOs) in Hong Kong from July because it temporarily does not have sufficient licenced bankers, according to a person with direct knowledge of the matter.","Deutsche Bank (DBKGn.DE) will be unable to sponsor initial public offerings (IPOs) in Hong Kong from July because it temporarily does not have sufficient licenced bankers, according to a person with direct knowledge of the matter.",neutral,0.0,1.0,0.0,negative,0.0,0.01,0.99,True,English,,,2021-06-30,reuters.com,
Deutsche Bank,PyNews API,https://www.reuters.com/business/balance-risks-facing-global-economy-now-slightly-more-negative-deutsche-2021-07-06/,Balance of risks facing global economy now slightly more negative - Deutsche - Reuters,"The balance of risks facing the global economy are more negative than previously, given the global spread of the Delta variant of the COVID-19 pandemic and the reaction to the June Federal Reserve meeting, Deutsche Bank said on Tuesday.","The balance of risks facing the global economy are more negative than previously, given the global spread of the Delta variant of the COVID-19 pandemic and the reaction to the June Federal Reserve meeting, Deutsche Bank said on Tuesday.",negative,0.0,0.0,1.0,negative,0.0,0.0,1.0,True,English,,,2021-06-30,reuters.com,
