Searchword,API,URL,Title,Summary,Article,Title_Sentiment,Title_Positive,Title_Neutral,Title_Negative,Article_Sentiment,Article_Positive,Article_Neutral,Article_Negative,Verified,Language,NER,Topics,Date,Source,key
Morgan Stanley,Google API,https://www.caixinglobal.com/2021-07-03/morgan-stanley-downgrades-chinas-property-sector-101735394.html,Morgan Stanley Downgrades China's Property Sector,(Bloomberg) — Morgan Stanley downgraded its outlook on China's property sector citing risks that policymakers may take further steps to cool the overheated ...,(Bloomberg) — Morgan Stanley downgraded its outlook on China's property sector citing risks that policymakers may take further steps to cool the overheated ...,neutral,0.03,0.8,0.17,negative,0.0,0.02,0.98,True,English,,,2021-07-04,caixinglobal.com,Morgan Stanley
Morgan Stanley,Google API,https://seekingalpha.com/news/3711279-applovin-stock-slides-after-double-downgrade-as-morgan-stanley-turns-bearish,AppLovin stock slides after double downgrade as Morgan Stanley turns bearish,"Estimating that the Street is overvaluing AppLovin's (NASDAQ:APP) first-party games business and third-party network, Morgan Stanley downgrades the ...","Estimating that the Street is overvaluing AppLovin's (NASDAQ:APP) first-party games business and third-party network, Morgan Stanley downgrades the ...",negative,0.01,0.08,0.91,negative,0.0,0.06,0.94,True,English,,,2021-07-01,seekingalpha.com,Morgan Stanley
Morgan Stanley,Google API,https://www.investing.com/news/morgan-stanley-stick-to-their-buy-rating-for-arista-networks-2550568,Morgan Stanley Stick to Their Buy Rating for Arista Networks ...,"Morgan Stanley (NYSE:MS) analyst Meta Marshall maintained a Buy rating on Arista Networks (NYSE:ANET) on Tuesday, setting a price target of $420, which is ...","Morgan Stanley (NYSE:MS) analyst Meta Marshall maintained a Buy rating on Arista Networks (NYSE:ANET) on Tuesday, setting a price target of $420, which is ...",neutral,0.07,0.91,0.02,neutral,0.02,0.98,0.0,True,English,,,2021-07-06,investing.com,Morgan Stanley
Morgan Stanley,Google API,https://www.etftrends.com/crypto-channel/morgan-stanley-just-purchased-huge-amount-of-grayscale-bitcoin-trust/,Morgan Stanley Just Purchased a Huge Amount of Grayscale Bitcoin Trust,"Morgan Stanley has purchased 28,289 shares of Grayscale Bitcoin Trust (GBTC) for its Europe Opportunity Fund, according to a recent SEC filing. The Europe ...","Morgan Stanley has purchased 28,289 shares of Grayscale Bitcoin Trust (GBTC) for its Europe Opportunity Fund, according to a recent SEC filing. The Europe ...",positive,0.98,0.01,0.01,positive,0.51,0.48,0.01,True,English,,,2021-07-01,etftrends.com,Morgan Stanley
Morgan Stanley,PyNews API,https://www.reuters.com/business/retail-traders-account-10-us-stock-trading-volume-morgan-stanley-2021-06-30/,Retail traders account for 10% of U.S. stock trading volume - Morgan Stanley - Reuters,"Retail investors currently account for roughly 10% of daily trading volume on the Russell 3000, the broadest U.S. stocks index, after peaking at 15% in September as lockdown boredom and extra savings triggered interest in stock markets, Morgan Stanley said on…","Retail investors currently account for roughly 10% of daily trading volume on the Russell 3000, the broadest U.S. stocks index, after peaking at 15% in September as lockdown boredom and extra savings triggered interest in stock markets, Morgan Stanley said on…",neutral,0.0,1.0,0.0,negative,0.01,0.46,0.53,True,English,,,2021-06-30,reuters.com,Morgan Stanley
Morgan Stanley,PyNews API,https://www.reuters.com/business/finance/moves-credit-suisse-poaches-morgan-stanley-banker-global-industrials-group-memo-2021-07-06/,MOVES Credit Suisse poaches Morgan Stanley banker for global industrials group -memo - Reuters,"Credit Suisse <a href="""" target=""_blank"">(CSGN.S)</a> has snapped up a Morgan Stanley <a href="""" target=""_blank"">(MS.N)</a> banker to take on a senior role within its global industr…","Credit Suisse <a href="""" target=""_blank"">(CSGN.S)</a> has snapped up a Morgan Stanley <a href="""" target=""_blank"">(MS.N)</a> banker to take on a senior role within its global industr…",neutral,0.01,0.99,0.0,neutral,0.0,0.99,0.01,True,English,,,2021-06-30,reuters.com,Morgan Stanley
Morgan Stanley,PyNews API,https://www.reuters.com/business/citigroup-raise-base-pay-junior-bankers-memo-2021-07-02/,Citigroup to raise base pay for junior bankers - memo - Reuters,"Citigroup Inc <a href="""" target=""_blank"">(C.N)</a> will lift the base salaries of its junior investment bankers, according to an internal memo seen by Reuters days after media reports of a similar move by rival JPMorgan Ch…","Citigroup Inc <a href="""" target=""_blank"">(C.N)</a> will lift the base salaries of its junior investment bankers, according to an internal memo seen by Reuters days after media reports of a similar move by rival JPMorgan Ch…",neutral,0.01,0.98,0.01,neutral,0.03,0.89,0.08,True,English,,,2021-06-30,reuters.com,Morgan Stanley
Morgan Stanley,Bing API,https://www.chinausfocus.com/videos/morgan-stanleys-former-chief-economist-has-this-to-say-stephen-roach,Morgan Stanley's Former Chief Economist Has This to Say | Stephen Roach,"Stephen Roach is one of the world's key minds in understanding the U.S. and China. In this interview with James Chau, he discusses the the world's two largest economies and how they are reshaping geopolitics and opportunity.","Stephen Roach is one of the world's key minds in understanding the U.S. and China. In this interview with James Chau, he discusses the the world's two largest economies and how they are reshaping geopolitics and opportunity.",neutral,0.17,0.69,0.14,neutral,0.19,0.78,0.03,True,English,,,2021-07-07,chinausfocus.com,Morgan Stanley
Morgan Stanley,Bing API,https://www.msn.com/en-in/money/topstories/ongc-share-price-slips-after-global-brokerage-retains-underweight/ar-AALRGvX,ONGC share price slips after global brokerage retains 'underweight',"ONGC lacks volume growth and is monetising reserves slowly. The company has limited clarity on decarbonisation plans with higher oil and potentially gas prices which acts as tailwinds, Morgan Stanley said.","ONGC lacks volume growth and is monetising reserves slowly. The company has limited clarity on decarbonisation plans with higher oil and potentially gas prices which acts as tailwinds, Morgan Stanley said.",negative,0.02,0.26,0.72,mixed,0.21,0.21,0.58,True,English,,,2021-07-07,msn.com,Morgan Stanley
Morgan Stanley,Bing API,https://www.channelbiz.co.uk/press-release/membership-collective-group-inc-announces-launch-of-initial-public-offering/,"Membership Collective Group, INC. Announces Launch of Initial Public Offering","J.P. Morgan, Morgan Stanley and BofA Securities will serve as joint lead book runners for the proposed offering. Goldman Sachs & Co. LLC and HSBC will be joint book runners. Citigroup, William Blair and Loop Capital Markets will serve as co-managers.","J.P. Morgan, Morgan Stanley and BofA Securities will serve as joint lead book runners for the proposed offering. Goldman Sachs & Co. LLC and HSBC will be joint book runners. Citigroup, William Blair and Loop Capital Markets will serve as co-managers.",neutral,0.02,0.97,0.01,neutral,0.02,0.97,0.01,True,English,,,2021-07-07,channelbiz.co.uk,Morgan Stanley
Morgan Stanley,Bing API,https://economictimes.indiatimes.com/markets/stocks/news/sobha-jumps-9-after-healthy-q1-update/articleshow/84194638.cms,Sobha jumps 9% after healthy Q1 update,"Global brokerage firm Morgan Stanley gave 'overweight' rating on Sobha in the last week of June. The brokerage gave a target price of Rs 573 in its recent report. The brokerage has an 'attractive' view on the industry. ""Sobha has refrained from giving pre ...","Global brokerage firm Morgan Stanley gave 'overweight' rating on Sobha in the last week of June. The brokerage gave a target price of Rs 573 in its recent report. The brokerage has an 'attractive' view on the industry. ""Sobha has refrained from giving pre ...",positive,0.7,0.21,0.09,mixed,0.47,0.07,0.46,True,English,,,2021-07-07,economictimes.indiatimes.com,Morgan Stanley
Morgan Stanley,Bing API,https://www.strategy-business.com/blog/Building-on-the-gains-made-from-remote-work,Building on the gains made from remote work,"As Morgan Stanley CEO James Gorman said, “If you want to get paid New York rates, you work in New York. None of this ‘I’m in Colorado…and getting paid like I’m sitting in New York City.’” There’s no doubt that there will be benefits to ...","As Morgan Stanley CEO James Gorman said, “If you want to get paid New York rates, you work in New York. None of this ‘I’m in Colorado…and getting paid like I’m sitting in New York City.’” There’s no doubt that there will be benefits to ...",positive,0.97,0.02,0.01,positive,0.95,0.01,0.04,True,English,,,2021-07-07,strategy-business.com,Morgan Stanley
Morgan Stanley,Twitter API,Twitter,Matthew82069336 electikk She got 120k from Morgan Stanley too last time I looked.,,Matthew82069336 electikk She got 120k from Morgan Stanley too last time I looked.,neutral,0.1,0.57,0.33,neutral,0.1,0.57,0.33,True,English,,,2021-07-07,Unknown,Morgan Stanley
Morgan Stanley,Twitter API,Twitter,"New post (Morgan Stanley CEO Gorman Calls E*Trade Deal a &amp; 39;No-Brainer&amp; 39;) has been published on News, Informat…",,"New post (Morgan Stanley CEO Gorman Calls E*Trade Deal a &amp; 39;No-Brainer&amp; 39;) has been published on News, Informat…",neutral,0.01,0.98,0.01,neutral,0.01,0.98,0.01,True,English,,,2021-07-07,Unknown,Morgan Stanley
Morgan Stanley,Twitter API,Twitter,RBC Capital Stick to Their Buy Rating for Morgan Stanley -,,RBC Capital Stick to Their Buy Rating for Morgan Stanley -,neutral,0.03,0.96,0.01,neutral,0.03,0.96,0.01,True,English,,,2021-07-07,Unknown,Morgan Stanley
Morgan Stanley,Twitter API,Twitter,Banking: “Morgan Stanley: Valuation Suggests Overvaluation (NYSE:MS).”  Economy  Banks  Money  business  market…,,Banking: “Morgan Stanley: Valuation Suggests Overvaluation (NYSE:MS).”  Economy  Banks  Money  business  market…,neutral,0.01,0.99,0.0,neutral,0.01,0.99,0.0,True,English,,,2021-07-07,Unknown,Morgan Stanley
Morgan Stanley,Twitter API,Twitter,"Intuitive Surgical, Inc. (ISRG) surprised the market with Q4 result. Morgan Stanley changed the rating to Sell, as…",,"Intuitive Surgical, Inc. (ISRG) surprised the market with Q4 result. Morgan Stanley changed the rating to Sell, as…",neutral,0.24,0.68,0.08,neutral,0.24,0.68,0.08,True,English,,,2021-07-07,Unknown,Morgan Stanley
Morgan Stanley,Twitter API,Twitter,👉 Morgan Stanley research: options markets bets for USD growth,,👉 Morgan Stanley research: options markets bets for USD growth,positive,0.54,0.45,0.01,positive,0.54,0.45,0.01,True,English,,,2021-07-07,Unknown,Morgan Stanley
Morgan Stanley,Twitter API,Twitter,"Exxon Mobil Corp. (XOM) surprised the market with Q1 result. Morgan Stanley changed the rating to Underperform, as…",,"Exxon Mobil Corp. (XOM) surprised the market with Q1 result. Morgan Stanley changed the rating to Underperform, as…",negative,0.0,0.01,0.99,negative,0.0,0.01,0.99,True,English,,,2021-07-07,Unknown,Morgan Stanley
Morgan Stanley,Twitter API,Twitter,"Molson Coors Brewing Co. (TAP) surprised the market with Q4 result. Morgan Stanley changed the rating to Buy, as Mo…",,"Molson Coors Brewing Co. (TAP) surprised the market with Q4 result. Morgan Stanley changed the rating to Buy, as Mo…",positive,0.5,0.39,0.11,positive,0.5,0.39,0.11,True,English,,,2021-07-07,Unknown,Morgan Stanley
Morgan Stanley,Twitter API,Twitter,"WR4NYGov 🤔, I forget. Was it Morgan or Stanley who correctly predicted the financial crash of 2008?",,"WR4NYGov 🤔, I forget. Was it Morgan or Stanley who correctly predicted the financial crash of 2008?",negative,0.0,0.0,1.0,negative,0.0,0.0,1.0,True,English,,,2021-07-07,Unknown,Morgan Stanley
Morgan Stanley,Twitter API,Twitter,"This is as good as it gets for the US economy - good article by Ruchir Sharma, chief global strategist for Morgan S…",,"This is as good as it gets for the US economy - good article by Ruchir Sharma, chief global strategist for Morgan S…",positive,1.0,0.0,0.0,positive,1.0,0.0,0.0,True,English,,,2021-07-07,Unknown,Morgan Stanley
Morgan Stanley,Twitter API,Twitter,"High oil prices could boost these Indian stocks, Morgan Stanley says",,"High oil prices could boost these Indian stocks, Morgan Stanley says",positive,0.95,0.04,0.01,positive,0.95,0.04,0.01,True,English,,,2021-07-07,Unknown,Morgan Stanley
Morgan Stanley,Twitter API,Twitter,"Morgan Stanley (MS) surprised the market with Q3 result. Morgan Stanley changed the rating to Hold, as Morgan Stanl…",,"Morgan Stanley (MS) surprised the market with Q3 result. Morgan Stanley changed the rating to Hold, as Morgan Stanl…",neutral,0.13,0.83,0.04,neutral,0.13,0.83,0.04,True,English,,,2021-07-07,Unknown,Morgan Stanley
Bank of America,Google API,https://www.efinancialcareers.com/news/2021/07/millennium-management-paris,Hedge fund Millennium poached a Bank of America MD in Paris,"... ex-bank to trader to turn up at a hedge fund is Grégoire Thomas, the former Paris-based head of equity synthetics and securities lending at Bank of America.","... ex-bank to trader to turn up at a hedge fund is Grégoire Thomas, the former Paris-based head of equity synthetics and securities lending at Bank of America.",neutral,0.01,0.99,0.0,neutral,0.0,1.0,0.0,True,English,,,2021-07-06,efinancialcareers.com,Bank of America
Bank of America,Google API,https://en.as.com/en/2021/07/02/latest_news/1625261674_427118.html,"Will banks open on July 4th and 5th 2021? Bank of America, Citi, Wells Fargo, JP Morgan, Goldman Sachs","Bank of America, Citi, Wells Fargo, JP Morgan, Goldman Sachs. As the holiday weekend to celebrate Independence Day in the US approaches, some wonder ...","Bank of America, Citi, Wells Fargo, JP Morgan, Goldman Sachs. As the holiday weekend to celebrate Independence Day in the US approaches, some wonder ...",neutral,0.01,0.98,0.01,positive,0.56,0.42,0.02,True,English,,,2021-07-03,en.as.com,Bank of America
Bank of America,Google API,https://www.abc10.com/article/money/edd-bank-of-america-debit-cards-contract/103-e25a8671-fe31-4506-a2f3-d1cac46eaf0f,"EDD extends contract with Bank of America, but bank wants out",The agreement means that Bank of America will continue to provide debit cards for unemployment benefits in the state for the next two years. The decision was ...,The agreement means that Bank of America will continue to provide debit cards for unemployment benefits in the state for the next two years. The decision was ...,neutral,0.05,0.9,0.05,neutral,0.19,0.71,0.1,True,English,,,2021-07-06,abc10.com,Bank of America
Bank of America,Google API,https://www.wspa.com/news/firefighters-battle-fire-at-bank-of-america-in-greenville/,Firefighters battle fire at Bank of America in Greenville,(WSPA) – Greenville City Fire Department responded to a fire at a Bank of America along Augusta Street Tuesday afternoon. The bank is located at 1927 Augusta ...,(WSPA) – Greenville City Fire Department responded to a fire at a Bank of America along Augusta Street Tuesday afternoon. The bank is located at 1927 Augusta ...,negative,0.07,0.3,0.63,neutral,0.0,1.0,0.0,True,English,,,2021-07-06,wspa.com,Bank of America
Bank of America,Google API,https://www.barrons.com/articles/europes-delta-problem-could-get-bigger-tread-carefully-warns-bank-of-america-51625481248,"The Delta Variant Is Proving Risky for Europe's Economies, says BofA","Tread Carefully, Warns Bank of America. By. Barbara Kollmeyer.","Tread Carefully, Warns Bank of America. By. Barbara Kollmeyer.",negative,0.0,0.0,1.0,negative,0.0,0.01,0.99,True,English,,,2021-07-06,barrons.com,Bank of America
Bank of America,Google API,https://abc7news.com/bofa-edd-debit-card-bankofamerica-fraud-news-california-unemployment/10854177/,EXCLUSIVE: Bank of America wants out of California EDD unemployment benefits contract as soon as possible,"It means Bank of America will continue delivering unemployment benefits on EDD debit cards for up to two more years despite rampant fraud, frozen accounts and ...","It means Bank of America will continue delivering unemployment benefits on EDD debit cards for up to two more years despite rampant fraud, frozen accounts and ...",neutral,0.28,0.67,0.05,negative,0.0,0.0,1.0,True,English,,,2021-07-03,abc7news.com,Bank of America
Bank of America,Google API,https://www.telegraph.co.uk/business/2021/07/04/bank-america-tells-uk-staff-have-vaccine-return/,Bank of America tells UK staff to have vaccine before they return,"Bank of America has become the latest Wall Street bank to bar unvaccinated ... The US banking giant is preparing to let more of its 6,500 UK workers return to ...","Bank of America has become the latest Wall Street bank to bar unvaccinated ... The US banking giant is preparing to let more of its 6,500 UK workers return to ...",neutral,0.05,0.68,0.27,neutral,0.02,0.93,0.05,True,English,,,2021-07-05,telegraph.co.uk,Bank of America
Bank of America,Google API,https://www.smdp.com/bank-of-america-awards-nearly-4-million-to-nonprofits/206422,Bank of America Awards Nearly $4 Million to Nonprofits,Bank of America has announced $3.97 million in grants to 104 Los Angeles area nonprofits that will help drive economic opportunity and upward mobility for ...,Bank of America has announced $3.97 million in grants to 104 Los Angeles area nonprofits that will help drive economic opportunity and upward mobility for ...,neutral,0.04,0.93,0.03,neutral,0.31,0.69,0.0,True,English,,,2021-07-04,smdp.com,Bank of America
Bank of America,Google API,https://mynews4.com/news/local/fraud-device-found-in-lake-tahoe-area-bank-of-america-atm,Fraud device found in Lake Tahoe area Bank of America ATM,(News 4 and Fox 11) — South Lake Tahoe police detectives are working with a Bank of America branch on Lake Tahoe Blvd. after one of the bank's technicians ...,(News 4 and Fox 11) — South Lake Tahoe police detectives are working with a Bank of America branch on Lake Tahoe Blvd. after one of the bank's technicians ...,negative,0.0,0.0,1.0,neutral,0.02,0.89,0.09,True,English,,,2021-07-07,mynews4.com,Bank of America
Bank of America,Google API,https://www.marketwatch.com/story/bank-of-americas-karen-fang-says-business-as-usual-is-not-ok-for-finance-the-planet-or-social-justice-11625162868,"BofA's Karen Fang: ‘Business as usual is not OK’ for finance, the planet or social justice","Bank of America's Karen Fang says 'business as usual is not OK' for finance, the planet or social justice. Last Updated: July 3, 2021 at 2:31 p.m. ET First Published: ...","Bank of America's Karen Fang says 'business as usual is not OK' for finance, the planet or social justice. Last Updated: July 3, 2021 at 2:31 p.m. ET First Published: ...",negative,0.01,0.06,0.93,mixed,0.28,0.23,0.49,True,English,,,2021-07-02,marketwatch.com,Bank of America
Bank of America,PyNews API,https://www.thedailybeast.com/american-banker-jailed-in-hong-kong-for-trying-to-be-a-good-samaritan?source=articles&via=rss,American Banker Jailed in Hong Kong for Trying to Be a Good Samaritan,"Tyrone Siu via ReutersWhen Samuel Bickett, a former Bank of America compliance director, saw a man with a retractable baton confronting a teenager in a...","When Samuel Bickett, a former Bank of America compliance director, saw a man with a retractable baton confronting a teenager in a subway station in Hong Kong in 2019, he assumed he had stumbled on an… [+1516 chars]",positive,0.56,0.04,0.4,negative,0.0,0.04,0.96,True,English,,,2021-07-01,thedailybeast.com,Bank of America
Bank of America,PyNews API,https://www.reuters.com/business/finance/delivery-app-rappi-partners-with-visa-launch-credit-cards-brazil-2021-07-02/,Delivery app Rappi partners with Visa to launch credit cards in Brazil - Reuters,"SoftBank-backed <a href="""" target=""_blank"">(9984.T)</a> delivery app Rappi is launching credit cards for its users in Brazil, expanding its financial products portfolio as competition in the payments sector heats up in …","SoftBank-backed <a href="""" target=""_blank"">(9984.T)</a> delivery app Rappi is launching credit cards for its users in Brazil, expanding its financial products portfolio as competition in the payments sector heats up in …",neutral,0.01,0.82,0.17,neutral,0.0,1.0,0.0,True,English,,,2021-07-01,reuters.com,Bank of America
Bank of America,PyNews API,https://www.businessinsider.com/inflation-outlook-bank-of-england-debate-central-banks-economic-growth-2021-7,The Bank of England's inflation debate has spilled into the open as the chief economist and governor clash,"The BoE's chief economist warned of a dangerous rise in inflation. A day later, the Bank's governor told people not to overreact to price rises.",Central bankers usually prize consensus. But a rift about inflation at the Bank of England has spilled into public view.,,,,,,,,,,,,,,,
The Bank's departing chief economist Andy Haldane used his final speech in th… [+2775 chars],negative,0.03,0.4,0.57,mixed,0.3,0.25,0.45,True,English,2021-07-01,businessinsider.com,Bank of America,,,,,,,
Bank of America,PyNews API,https://www.reuters.com/world/americas/latam-central-banks-look-past-covid-inflation-phantoms-loom-2021-07-02/,Analysis: Latam central banks look past COVID as inflation phantoms loom - Reuters,"Latin America's central banks have become more hawkish as the region's inflationary ghosts rattle their chains, with a recent pivot by the U.S. Federal Reserve further boosting market expectations of tighter monetary policies.","Latin America's central banks have become more hawkish as the region's inflationary ghosts rattle their chains, with a recent pivot by the U.S. Federal Reserve further boosting market expectations of tighter monetary policies.",neutral,0.01,0.97,0.02,negative,0.05,0.21,0.74,True,English,,,2021-07-01,reuters.com,Bank of America
Bank of America,Bing API,https://www.msn.com/en-us/video/peopleandplaces/this-is-much-more-a-market-about-fundamentals-and-looking-forward-as-what-is-going-to-perform-well-as-opposed-to-that-snapback-catch-up-trade-citi-private-banks-bitterly/vp-AALQmTs,'This is much more a market about fundamentals and looking forward as what is going to perform well as opposed to that snapback catch-up trade': Citi Private Bank's Bitterly,"Kristen Bitterly, Citi Private Bank Regional Head of Investments for North America, joined Yahoo Finance Live to discuss her thoughts on the shift in the market and what to look for for the remainder of 2021. Like us on Facebook to see similar stories ...","Kristen Bitterly, Citi Private Bank Regional Head of Investments for North America, joined Yahoo Finance Live to discuss her thoughts on the shift in the market and what to look for for the remainder of 2021. Like us on Facebook to see similar stories ...",negative,0.02,0.01,0.97,negative,0.0,0.0,1.0,True,English,,,2021-07-07,msn.com,Bank of America
Bank of America,Bing API,https://www.msn.com/en-gb/money/other/bofas-yazhari-on-tight-oil-market-spike-in-prices/vi-AALRD19,"BofA's Yazhari on Tight Oil Market, Spike in Prices","Jul.07 -- Hootan Yazhari, Head of MENA & Global Frontier Markets Equity Research at Bank of America Securities discusses oil prices and oil demand. He speaks with Yousef Gamal El-Din and Manus Cranny on ""Bloomberg Daybreak: Middle East."" Like us on ...","Jul.07 -- Hootan Yazhari, Head of MENA & Global Frontier Markets Equity Research at Bank of America Securities discusses oil prices and oil demand. He speaks with Yousef Gamal El-Din and Manus Cranny on ""Bloomberg Daybreak: Middle East."" Like us on ...",neutral,0.02,0.95,0.03,neutral,0.07,0.88,0.05,True,English,,,2021-07-07,msn.com,Bank of America
Bank of America,Bing API,https://www.nwaonline.com/news/2021/jul/07/pullback-for-sp-500-ends-7-day-run-of-record-highs/?news-arkansas-nwa-academicstars,Pullback for S&P 500 ends 7-day run of record highs,"Banks and energy companies helped pull stocks mostly lower Tuesday, ending the S&P 500's seven-day run of record-high closes.","Banks and energy companies helped pull stocks mostly lower Tuesday, ending the S&P 500's seven-day run of record-high closes.",neutral,0.0,0.98,0.02,positive,0.64,0.34,0.02,True,English,,,2021-07-07,nwaonline.com,Bank of America
Bank of America,Bing API,https://www.afr.com/street-talk/singtel-taps-heavyweight-bidders-for-optus-towers-auction-20210707-p587m9,Singtel taps heavyweight bidders for Optus towers auction,"Singtel is offering a 60 per cent to 70 per cent stake in Australian Tower Network, in a selldown known as Project Lion and run by Bank of America. Australian Tower Network is the new holding company that would own the group’s 2132 mobile towers ...","Singtel is offering a 60 per cent to 70 per cent stake in Australian Tower Network, in a selldown known as Project Lion and run by Bank of America. Australian Tower Network is the new holding company that would own the group’s 2132 mobile towers ...",neutral,0.01,0.99,0.0,neutral,0.0,0.99,0.01,True,English,,,2021-07-07,afr.com,Bank of America
Bank of America,Bing API,https://e.vnexpress.net/news/business/economy/government-struggles-to-control-illegal-football-betting-4304966.html,Government struggles to control illegal football betting,The State Bank of Vietnam has recently directed banks and payment companies ... transactions and controlling the transfer of money abroad. The 2020 Euro and Copa America championships that have kicked off are attracting enormous interest from gamblers.,The State Bank of Vietnam has recently directed banks and payment companies ... transactions and controlling the transfer of money abroad. The 2020 Euro and Copa America championships that have kicked off are attracting enormous interest from gamblers.,negative,0.0,0.0,1.0,positive,0.52,0.36,0.12,True,English,,,2021-07-07,e.vnexpress.net,Bank of America
Bank of America,Bing API,https://www.afr.com/companies/financial-services/athene-pounces-on-challenger-prepares-for-takeover-20210707-p587n8,"Athene pounces on Challenger, prepares for takeover",Caledonia Investments - jointly run by Will Vicars and Mike Messara and best known for its big bets in North America including Zillow ... Sahlan Hayes New investment bank Barrenjoey Capital handled the Caledonia share sale. Barrenjoey’s chief executive ...,Caledonia Investments - jointly run by Will Vicars and Mike Messara and best known for its big bets in North America including Zillow ... Sahlan Hayes New investment bank Barrenjoey Capital handled the Caledonia share sale. Barrenjoey’s chief executive ...,neutral,0.07,0.9,0.03,neutral,0.05,0.95,0.0,True,English,,,2021-07-07,afr.com,Bank of America
Bank of America,Bing API,https://ibsintelligence.com/ibsi-news/td-bank-group-completes-acquisition-of-headlands-tech-global-markets/,TD Bank Group completes acquisition of Headlands Tech Global Markets,"TD Bank has completed the acquisition of Headlands Tech Global Markets, a Chicago-based quantitative fixed income trading company.","TD Bank has completed the acquisition of Headlands Tech Global Markets, a Chicago-based quantitative fixed income trading company.",neutral,0.01,0.99,0.0,neutral,0.01,0.99,0.0,True,English,,,2021-07-07,ibsintelligence.com,Bank of America
Bank of America,Twitter API,Twitter,Firefighters respond to fire at Bank of America along Augusta St.,,Firefighters respond to fire at Bank of America along Augusta St.,neutral,0.03,0.95,0.02,neutral,0.03,0.95,0.02,True,English,,,2021-07-07,Unknown,Bank of America
Bank of America,Twitter API,Twitter,Greenville City Fire Department responded to a fire at a Bank of America along Augusta Street Tuesday afternoon.…,,Greenville City Fire Department responded to a fire at a Bank of America along Augusta Street Tuesday afternoon.…,neutral,0.01,0.94,0.05,neutral,0.01,0.94,0.05,True,English,,,2021-07-07,Unknown,Bank of America
Bank of America,Twitter API,Twitter,This lady couldn’t verify herself over the phone so I had to send her to the bank branch and she goes “fuck you and…,,This lady couldn’t verify herself over the phone so I had to send her to the bank branch and she goes “fuck you and…,negative,0.0,0.0,1.0,negative,0.0,0.0,1.0,True,English,,,2021-07-07,Unknown,Bank of America
Bank of America,Twitter API,Twitter,"Flames erupt at Greenville bank on Augusta Street, crews respond",,"Flames erupt at Greenville bank on Augusta Street, crews respond",neutral,0.03,0.92,0.05,neutral,0.03,0.92,0.05,True,English,,,2021-07-07,Unknown,Bank of America
Bank of America,Twitter API,Twitter,"✨ OPENING COMMISSIONS ✨ Payment by PayPal and Bank of América. my TAT is 3-4 days, although it depends on how c…",,"✨ OPENING COMMISSIONS ✨ Payment by PayPal and Bank of América. my TAT is 3-4 days, although it depends on how c…",neutral,0.0,0.99,0.01,neutral,0.0,0.99,0.01,True,English,,,2021-07-07,Unknown,Bank of America
Bank of America,Twitter API,Twitter,"Inflation, COVID-19 and debt top central bank worries - UBS survey - By Tom Arnold 3 Min Read LONDON (Reuters) – In…",,"Inflation, COVID-19 and debt top central bank worries - UBS survey - By Tom Arnold 3 Min Read LONDON (Reuters) – In…",neutral,0.0,0.51,0.49,neutral,0.0,0.51,0.49,True,English,,,2021-07-07,Unknown,Bank of America
Bank of America,Twitter API,Twitter,Bank of America: Billions are about to pour into EV infrastructure — and these stocks will benefit,,Bank of America: Billions are about to pour into EV infrastructure — and these stocks will benefit,positive,0.96,0.03,0.01,positive,0.96,0.03,0.01,True,English,,,2021-07-07,Unknown,Bank of America
Bank of America,Twitter API,Twitter,bank of america thingz &lt;3,,bank of america thingz &lt;3,neutral,0.02,0.98,0.0,neutral,0.02,0.98,0.0,True,English,,,2021-07-07,Unknown,Bank of America
Bank of America,Twitter API,Twitter,I check mine if Bank of America sends me that “your balance is low” email. Until then it’s 💵💵💵,,I check mine if Bank of America sends me that “your balance is low” email. Until then it’s 💵💵💵,neutral,0.0,0.99,0.01,neutral,0.0,0.99,0.01,True,English,,,2021-07-07,Unknown,Bank of America
Bank of America,Twitter API,Twitter,Police warn people who used a Bank of America walkup ATM over the Fourth of July holiday weekend to be on the looko…,,Police warn people who used a Bank of America walkup ATM over the Fourth of July holiday weekend to be on the looko…,negative,0.0,0.0,1.0,negative,0.0,0.0,1.0,True,English,,,2021-07-07,Unknown,Bank of America
Bank of America,Twitter API,Twitter,"American history has been a compendium of our ongoing battle with the privately controlled Bank of England, beginni…",,"American history has been a compendium of our ongoing battle with the privately controlled Bank of England, beginni…",negative,0.01,0.1,0.89,negative,0.01,0.1,0.89,True,English,,,2021-07-07,Unknown,Bank of America
Bank of America,Twitter API,Twitter,"ITs EARLY WEDNESDAY MORNING ER'BODY 07-07-2021,&amp;YESTERDAY TUESDAY MORNING 07-06-2021 I WENT TO BANK OF AMERICA AT E…",,"ITs EARLY WEDNESDAY MORNING ER'BODY 07-07-2021,&amp;YESTERDAY TUESDAY MORNING 07-06-2021 I WENT TO BANK OF AMERICA AT E…",neutral,0.0,0.99,0.01,neutral,0.0,0.99,0.01,True,English,,,2021-07-07,Unknown,Bank of America
Bank of America,Twitter API,Twitter,Let's see if this report by Bank of America comes true,,Let's see if this report by Bank of America comes true,neutral,0.02,0.94,0.04,neutral,0.02,0.94,0.04,True,English,,,2021-07-07,Unknown,Bank of America
Bank of America,Twitter API,Twitter,Weather summary for July 6 at Bank of America Stadium (Get WeatherSTEM: ),,Weather summary for July 6 at Bank of America Stadium (Get WeatherSTEM: ),neutral,0.07,0.9,0.03,neutral,0.07,0.9,0.03,True,English,,,2021-07-07,Unknown,Bank of America
